case:concept:name,concept:name,Resource,Complete Timestamp,Variant,Variant index,Part_Desc_,Rework,Work_Order_Qty,label,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Case195,Final Inspection Q.C.,ID4287,2/15/12 14:05,Variant 100,100,Slip Ring Adapter,missing,80,regular,D,Quality Check 1,80,0,45,845,2,2,14,785,21540,14,29
Case77,Turning & Milling - Machine 9,ID4641,1/31/12 16:01,Variant 8,8,Gauge,missing,40,deviant,S,Machine 9 - Turning & Milling,0,0,386,961,1,1,16,0,0,1,32
Case77,Turning & Milling - Machine 9,ID4641,2/1/12 16:04,Variant 8,8,Gauge,missing,40,deviant,S,Machine 9 - Turning & Milling,0,0,316,964,2,2,16,1443,1443,2,33
Case77,Turning & Milling - Machine 9,ID3846,2/1/12 23:42,Variant 8,8,Gauge,missing,40,deviant,S,Machine 9 - Turning & Milling,0,0,456,1422,2,2,23,458,1901,3,33
Case77,Turning & Milling - Machine 9,ID3846,2/2/12 23:40,Variant 8,8,Gauge,missing,40,deviant,S,Machine 9 - Turning & Milling,0,0,438,1420,2,3,23,1438,3339,4,35
Case77,Turning & Milling - Machine 9,ID4641,2/5/12 6:38,Variant 8,8,Gauge,missing,40,deviant,D,Machine 9 - Turning & Milling,3,0,265,398,2,6,6,3298,6637,5,33
Case48,Turning & Milling - Machine 4,ID4167,1/31/12 16:08,Variant 101,101,Cable Head,missing,30,deviant,S,Machine 4 - Turning & Milling,0,0,461,968,1,1,16,0,0,1,33
Case48,Turning & Milling - Machine 4,ID4932,1/31/12 23:55,Variant 101,101,Cable Head,missing,30,deviant,S,Machine 4 - Turning & Milling,2,0,247,1435,1,1,23,467,467,2,32
Case48,Turning & Milling - Machine 4,ID4932,2/1/12 6:43,Variant 101,101,Cable Head,missing,30,deviant,D,Machine 4 - Turning & Milling,23,0,407,403,2,2,6,408,875,3,32
Case48,Turning & Milling Q.C.,ID4287,2/1/12 8:40,Variant 101,101,Cable Head,missing,30,deviant,D,Quality Check 1,0,0,100,520,2,2,8,117,992,4,33
Case48,Turning & Milling - Machine 4,ID4167,2/1/12 11:28,Variant 101,101,Cable Head,missing,30,deviant,D,Machine 4 - Turning & Milling,5,0,148,688,2,2,11,168,1160,5,32
Case240,Turning & Milling - Machine 6,ID4794,2/1/12 7:00,Variant 102,102,Bearing,missing,163,deviant,S,Machine 6 - Turning & Milling,0,0,218,420,2,2,7,0,0,1,33
Case240,Turning & Milling - Machine 6,ID4529,2/1/12 15:01,Variant 102,102,Bearing,missing,163,deviant,S,Machine 6 - Turning & Milling,1,0,479,901,2,2,15,481,481,2,32
Case240,Turning & Milling - Machine 6,ID4429,2/1/12 19:54,Variant 102,102,Bearing,missing,163,deviant,D,Machine 6 - Turning & Milling,16,0,190,1194,2,2,19,293,774,3,32
Case240,Turning & Milling - Machine 6,ID4794,2/2/12 6:47,Variant 102,102,Bearing,missing,163,deviant,D,Machine 6 - Turning & Milling,52,0,651,407,2,3,6,653,1427,4,33
Case240,Turning & Milling - Machine 6,ID4529,2/2/12 15:46,Variant 102,102,Bearing,missing,163,deviant,D,Machine 6 - Turning & Milling,40,0,526,946,2,3,15,539,1966,5,34
Case240,Turning & Milling - Machine 6,ID4429,2/2/12 19:45,Variant 102,102,Bearing,missing,163,deviant,D,Machine 6 - Turning & Milling,16,0,215,1185,2,3,19,239,2205,6,34
Case240,Flat Grinding - Machine 11,ID4882,2/6/12 1:15,Variant 102,102,Bearing,missing,163,deviant,D,Machine 11 - Grinding,0,0,75,75,2,0,1,4650,6855,7,32
Case240,Turning & Milling Q.C.,ID4618,2/6/12 15:22,Variant 102,102,Bearing,missing,163,deviant,D,Quality Check 1,50,0,1,922,2,0,15,847,7702,8,32
Case240,Laser Marking - Machine 7,ID0998,2/6/12 16:03,Variant 102,102,Bearing,missing,163,deviant,D,Machine 7- Laser Marking,50,0,40,963,2,0,16,41,7743,9,32
Case240,Flat Grinding - Machine 11,ID4882,2/6/12 17:06,Variant 102,102,Bearing,missing,163,deviant,D,Machine 11 - Grinding,50,0,42,1026,2,0,17,63,7806,10,32
Case240,Packing,ID4491,2/7/12 1:00,Variant 102,102,Bearing,missing,163,deviant,D,Packing,50,0,60,60,2,1,1,474,8280,11,34
Case240,Turning & Milling - Machine 6,ID4794,2/7/12 9:17,Variant 102,102,Bearing,missing,163,deviant,S,Machine 6 - Turning & Milling,1,0,122,557,2,1,9,497,8777,12,34
Case240,Lapping - Machine 1,ID0998,2/7/12 9:59,Variant 102,102,Bearing,missing,163,deviant,D,Machine 1 - Lapping,50,0,53,599,2,1,9,42,8819,13,34
Case240,Final Inspection Q.C.,ID4618,2/7/12 13:40,Variant 102,102,Bearing,missing,163,deviant,D,Quality Check 1,0,0,195,820,2,1,13,221,9040,14,34
Case38,Turning & Milling - Machine 4,ID4167,2/1/12 16:02,Variant 103,103,Cable Head,missing,53,deviant,S,Machine 4 - Turning & Milling,0,0,273,962,2,2,16,0,0,1,33
Case38,Turning & Milling - Machine 5,ID4429,2/1/12 16:43,Variant 103,103,Cable Head,missing,53,deviant,S,Machine 5 - Turning & Milling,1,0,41,1003,2,2,16,41,41,2,32
Case38,Turning & Milling - Machine 4,ID4932,2/1/12 21:18,Variant 103,103,Cable Head,missing,53,deviant,S,Machine 4 - Turning & Milling,0,0,92,1278,2,2,21,275,316,3,32
Case38,Turning & Milling - Machine 4,ID4932,2/1/12 22:56,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 4 - Turning & Milling,2,0,98,1376,2,2,22,98,414,4,32
Case38,Turning & Milling - Machine 4,ID4932,2/1/12 23:38,Variant 103,103,Cable Head,missing,53,deviant,S,Machine 4 - Turning & Milling,0,0,41,1418,2,2,23,42,456,5,32
Case38,Turning & Milling - Machine 4,ID4932,2/2/12 6:44,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 4 - Turning & Milling,16,0,425,404,2,3,6,426,882,6,33
Case38,Turning & Milling - Machine 4,ID0997,2/2/12 9:13,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 4 - Turning & Milling,2,0,64,553,2,3,9,149,1031,7,33
Case38,Turning & Milling - Machine 5,ID0997,2/2/12 9:23,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 5 - Turning & Milling,0,0,75,563,2,3,9,10,1041,8,33
Case38,Turning & Milling - Machine 4,ID4167,2/2/12 16:08,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 4 - Turning & Milling,14,0,405,968,2,3,16,405,1446,9,34
Case38,Turning & Milling - Machine 5,ID4429,2/2/12 19:44,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 5 - Turning & Milling,8,0,210,1184,2,3,19,216,1662,10,34
Case38,Turning & Milling - Machine 4,ID4932,2/3/12 0:06,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 4 - Turning & Milling,10,0,259,6,2,4,0,262,1924,11,35
Case38,Turning & Milling Q.C.,ID4493,2/5/12 11:29,Variant 103,103,Cable Head,missing,53,deviant,D,Quality Check 1,53,0,121,689,2,6,11,3563,5487,12,33
Case38,Laser Marking - Machine 7,ID0998,2/6/12 9:39,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 7- Laser Marking,53,0,79,579,2,0,9,1330,6817,13,33
Case38,Lapping - Machine 1,ID4882,3/4/12 1:15,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 1 - Lapping,0,0,75,75,3,6,1,38376,45193,14,17
Case38,Lapping - Machine 1,ID0998,3/4/12 16:56,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 1 - Lapping,53,0,322,1016,3,6,16,941,46134,15,18
Case38,Round Grinding - Machine 3,ID4385,3/4/12 17:56,Variant 103,103,Cable Head,missing,53,deviant,S,Machine 3 - Round Grinding,0,0,92,1076,3,6,17,60,46194,16,18
Case38,Round Grinding - Machine 3,ID4445,3/5/12 7:11,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 3 - Round Grinding,30,0,645,431,3,0,7,795,46989,17,18
Case38,Round Grinding - Machine 3,ID4385,3/5/12 15:45,Variant 103,103,Cable Head,missing,53,deviant,D,Machine 3 - Round Grinding,23,0,515,945,3,0,15,514,47503,18,18
Case38,Final Inspection Q.C.,ID4493,3/9/12 12:03,Variant 103,103,Cable Head,missing,53,deviant,D,Quality Check 1,0,0,278,723,3,4,12,5538,53041,19,18
Case28,Turning & Milling - Machine 6,ID4794,2/1/12 23:39,Variant 104,104,Ballnut,missing,250,deviant,S,Machine 6 - Turning & Milling,0,0,169,1419,2,2,23,0,0,1,33
Case28,Turning & Milling - Machine 6,ID4794,2/3/12 6:45,Variant 104,104,Ballnut,missing,250,deviant,S,Machine 6 - Turning & Milling,3,0,629,405,2,4,6,1866,1866,2,34
Case28,Turning & Milling Q.C.,ID4618,2/3/12 9:06,Variant 104,104,Ballnut,missing,250,deviant,D,Quality Check 1,0,0,97,546,2,4,9,141,2007,3,34
Case28,Turning & Milling - Machine 6,ID4167,2/3/12 12:50,Variant 104,104,Ballnut,missing,250,deviant,S,Machine 6 - Turning & Milling,2,0,327,770,2,4,12,224,2231,4,34
Case28,Turning & Milling Q.C.,ID4618,2/5/12 7:16,Variant 104,104,Ballnut,missing,250,deviant,D,Quality Check 1,0,0,13,436,2,6,7,2546,4777,5,33
Case28,Turning & Milling - Machine 6,ID4167,2/10/12 0:13,Variant 104,104,Ballnut,missing,250,deviant,S,Machine 6 - Turning & Milling,3,0,417,13,2,4,0,6777,11554,6,35
Case28,Turning & Milling - Machine 6,ID0997,2/10/12 6:34,Variant 104,104,Ballnut,missing,250,deviant,D,Machine 6 - Turning & Milling,16,0,358,394,2,4,6,381,11935,7,35
Case28,Turning & Milling Q.C.,ID4618,2/10/12 7:47,Variant 104,104,Ballnut,missing,250,deviant,D,Quality Check 1,0,0,57,467,2,4,7,73,12008,8,35
Case28,Turning & Milling - Machine 6,ID4429,2/10/12 12:29,Variant 104,104,Ballnut,missing,250,deviant,B,Machine 6 - Turning & Milling,0,0,302,749,2,4,12,282,12290,9,35
Case28,Turning & Milling - Machine 6,ID4932,2/11/12 11:31,Variant 104,104,Ballnut,missing,250,deviant,D,Machine 6 - Turning & Milling,1,0,44,691,2,5,11,1382,13672,10,35
Case28,Turning & Milling - Machine 6,ID4794,2/11/12 21:59,Variant 104,104,Ballnut,missing,250,deviant,B,Machine 6 - Turning & Milling,0,0,599,1319,2,5,21,628,14300,11,35
Case28,Turning & Milling - Machine 6,ID4794,2/12/12 0:11,Variant 104,104,Ballnut,missing,250,deviant,B,Machine 6 - Turning & Milling,0,0,122,11,2,6,0,132,14432,12,35
Case28,Turning & Milling - Machine 6,ID4794,2/12/12 6:37,Variant 104,104,Ballnut,missing,250,deviant,D,Machine 6 - Turning & Milling,18,0,386,397,2,6,6,386,14818,13,35
Case28,Turning & Milling - Machine 6,ID4167,2/12/12 8:00,Variant 104,104,Ballnut,missing,250,deviant,D,Machine 6 - Turning & Milling,4,0,51,480,2,6,8,83,14901,14,35
Case28,Turning & Milling Q.C.,ID4618,2/12/12 9:49,Variant 104,104,Ballnut,missing,250,deviant,D,Quality Check 1,0,0,179,589,2,6,9,109,15010,15,35
Case28,Turning & Milling Q.C.,ID4618,2/14/12 7:22,Variant 104,104,Ballnut,missing,250,deviant,D,Quality Check 1,0,0,20,442,2,1,7,2733,17743,16,32
Case75,Turning & Milling - Machine 8,ID0997,2/2/12 10:20,Variant 105,105,Ballnut,missing,10,deviant,S,Machine 8 - Turning & Milling,0,0,64,620,2,3,10,0,0,1,34
Case75,Turning & Milling - Machine 8,ID0997,2/2/12 16:00,Variant 105,105,Ballnut,missing,10,deviant,S,Machine 8 - Turning & Milling,0,0,259,960,2,3,16,340,340,2,34
Case75,Turning & Milling - Machine 8,ID4219,2/2/12 19:38,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 8 - Turning & Milling,10,0,205,1178,2,3,19,218,558,3,34
Case75,Turning & Milling - Machine 8,ID4219,2/3/12 0:00,Variant 105,105,Ballnut,missing,10,deviant,S,Machine 8 - Turning & Milling,0,0,180,0,2,4,0,262,820,4,35
Case75,Turning & Milling - Machine 8,ID0997,2/3/12 10:30,Variant 105,105,Ballnut,missing,10,deviant,S,Machine 8 - Turning & Milling,0,0,210,630,2,4,10,630,1450,5,34
Case75,Turning & Milling - Machine 8,ID0997,2/3/12 11:30,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 8 - Turning & Milling,10,0,60,690,2,4,11,60,1510,6,34
Case75,Turning & Milling Q.C.,ID4493,2/5/12 12:50,Variant 105,105,Ballnut,missing,10,deviant,D,Quality Check 1,10,0,80,770,2,6,12,2960,4470,7,33
Case75,Laser Marking - Machine 7,ID0998,2/16/12 11:52,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 7- Laser Marking,10,0,1,712,2,3,11,15782,20252,8,30
Case75,Lapping - Machine 1,ID4882,2/16/12 14:53,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 1 - Lapping,10,0,38,893,2,3,14,181,20433,9,30
Case75,Round Grinding - Machine 12,ID4872,2/17/12 8:30,Variant 105,105,Ballnut,missing,10,deviant,S,Machine 12 - Grinding,0,0,90,510,2,4,8,1057,21490,10,27
Case75,Round Grinding - Machine 12,ID4872,2/17/12 12:30,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 12 - Grinding,0,0,240,750,2,4,12,240,21730,11,27
Case75,Round Grinding - Machine 12,ID4528,2/19/12 12:00,Variant 105,105,Ballnut,missing,10,deviant,D,Machine 12 - Grinding,10,0,160,720,2,6,12,2850,24580,12,28
Case75,Packing,ID4820,2/21/12 1:00,Variant 105,105,Ballnut,missing,10,deviant,D,Packing,9,0,60,60,2,1,1,2220,26800,13,26
Case67,Turning & Milling - Machine 5,ID4429,2/2/12 22:53,Variant 106,106,Cable Head,missing,150,regular,S,Machine 5 - Turning & Milling,1,0,187,1373,2,3,22,0,0,1,35
Case67,Turning & Milling - Machine 5,ID4429,2/2/12 23:39,Variant 106,106,Cable Head,missing,150,regular,D,Machine 5 - Turning & Milling,12,0,104,1419,2,3,23,46,46,2,35
Case67,Turning & Milling - Machine 4,ID4932,2/3/12 7:00,Variant 106,106,Cable Head,missing,150,regular,S,Machine 4 - Turning & Milling,0,0,360,420,2,4,7,441,487,3,34
Case67,Turning & Milling - Machine 5,ID4932,2/3/12 7:02,Variant 106,106,Cable Head,missing,150,regular,D,Machine 5 - Turning & Milling,48,0,436,422,2,4,7,2,489,4,34
Case67,Turning & Milling - Machine 5,ID4167,2/3/12 12:50,Variant 106,106,Cable Head,missing,150,regular,D,Machine 5 - Turning & Milling,39,0,334,770,2,4,12,348,837,5,34
Case67,Turning & Milling - Machine 5,ID4932,2/3/12 20:30,Variant 106,106,Cable Head,missing,150,regular,D,Machine 5 - Turning & Milling,50,0,460,1230,2,4,20,460,1297,6,34
Case67,Turning & Milling - Machine 4,ID4641,2/5/12 6:38,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,23,0,434,398,2,6,6,2048,3345,7,33
Case67,Turning & Milling Q.C.,ID4163,2/5/12 8:40,Variant 106,106,Cable Head,missing,150,regular,D,Quality Check 1,0,0,100,520,2,6,8,122,3467,8,33
Case67,Turning & Milling - Machine 4,ID4932,2/5/12 15:52,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,32,0,541,952,2,6,15,432,3899,9,32
Case67,Turning & Milling - Machine 4,ID4167,2/5/12 23:53,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,23,0,477,1433,2,6,23,481,4380,10,32
Case67,Turning & Milling - Machine 4,ID4529,2/6/12 3:41,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,11,0,224,221,2,0,3,228,4608,11,32
Case67,Turning & Milling - Machine 4,ID0997,2/6/12 6:36,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,9,0,180,396,2,0,6,175,4783,12,33
Case67,Turning & Milling - Machine 4,ID4932,2/6/12 11:49,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,14,0,288,709,2,0,11,313,5096,13,33
Case67,Turning & Milling - Machine 4,ID4932,2/6/12 15:59,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,12,0,229,959,2,0,15,250,5346,14,32
Case67,Turning & Milling - Machine 4,ID4167,2/6/12 20:16,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,13,0,184,1216,2,0,20,257,5603,15,33
Case67,Turning & Milling - Machine 4,ID4529,2/7/12 2:27,Variant 106,106,Cable Head,missing,150,regular,D,Machine 4 - Turning & Milling,13,0,371,147,2,1,2,371,5974,16,35
Case67,Turning & Milling Q.C.,ID4163,2/7/12 12:10,Variant 106,106,Cable Head,missing,150,regular,D,Quality Check 1,148,0,190,730,2,1,12,583,6557,17,35
Case67,Laser Marking - Machine 7,ID3846,2/8/12 9:33,Variant 106,106,Cable Head,missing,150,regular,D,Machine 7- Laser Marking,56,0,28,573,2,2,9,1283,7840,18,34
Case67,Laser Marking - Machine 7,ID0998,2/8/12 13:39,Variant 106,106,Cable Head,missing,150,regular,D,Machine 7- Laser Marking,92,0,159,819,2,2,13,246,8086,19,34
Case67,Lapping - Machine 1,ID4882,3/27/12 1:15,Variant 106,106,Cable Head,missing,150,regular,D,Machine 1 - Lapping,0,0,75,75,3,1,1,68376,76462,20,13
Case67,other,ID4882,3/27/12 13:25,Variant 106,106,Cable Head,missing,150,regular,D,Machine 11 - Grinding,0,0,96,805,3,1,13,730,77192,21,12
Case67,other,ID4882,3/27/12 13:26,Variant 106,106,Cable Head,missing,150,regular,D,Machine 11 - Grinding,10,0,1,806,3,1,13,1,77193,22,12
Case67,Lapping - Machine 1,ID0998,3/27/12 16:05,Variant 106,106,Cable Head,missing,150,regular,D,Machine 1 - Lapping,38,0,158,965,3,1,16,159,77352,23,11
Case6,Turning & Milling - Machine 8,ID0997,2/6/12 6:30,Variant 107,107,Bearing,missing,73,deviant,S,Machine 8 - Turning & Milling,1,0,90,390,2,0,6,0,0,1,33
Case6,Turning & Milling - Machine 8,ID0997,2/6/12 6:36,Variant 107,107,Bearing,missing,73,deviant,S,Machine 8 - Turning & Milling,0,0,24,396,2,0,6,6,6,2,33
Case6,Turning & Milling - Machine 8,ID4219,2/7/12 15:43,Variant 107,107,Bearing,missing,73,deviant,S,Machine 8 - Turning & Milling,0,0,183,943,2,1,15,1987,1993,3,34
Case6,Turning & Milling - Machine 8,ID4219,2/7/12 18:52,Variant 107,107,Bearing,missing,73,deviant,S,Machine 8 - Turning & Milling,1,0,172,1132,2,1,18,189,2182,4,34
Case6,Turning & Milling - Machine 8,ID0997,2/8/12 3:38,Variant 107,107,Bearing,missing,73,deviant,S,Machine 8 - Turning & Milling,0,0,431,218,2,2,3,526,2708,5,33
Case6,Turning & Milling - Machine 8,ID0997,2/8/12 6:44,Variant 107,107,Bearing,missing,73,deviant,D,Machine 8 - Turning & Milling,27,0,185,404,2,2,6,186,2894,6,33
Case6,Turning & Milling Q.C.,ID4618,2/8/12 7:06,Variant 107,107,Bearing,missing,73,deviant,D,Quality Check 1,0,0,16,426,2,2,7,22,2916,7,34
Case6,Turning & Milling Q.C.,ID4618,2/8/12 14:44,Variant 107,107,Bearing,missing,73,deviant,D,Quality Check 1,0,0,474,884,2,2,14,458,3374,8,35
Case6,Turning & Milling - Machine 8,ID4219,2/8/12 18:03,Variant 107,107,Bearing,missing,73,deviant,D,Machine 8 - Turning & Milling,33,0,663,1083,2,2,18,199,3573,9,35
Case6,Turning & Milling - Machine 8,ID0997,2/9/12 0:37,Variant 107,107,Bearing,missing,73,deviant,D,Machine 8 - Turning & Milling,11,0,238,37,2,3,0,394,3967,10,35
Case6,Flat Grinding - Machine 11,ID4882,2/9/12 1:15,Variant 107,107,Bearing,missing,73,deviant,D,Machine 11 - Grinding,0,0,75,75,2,3,1,38,4005,11,35
Case6,Turning & Milling Q.C.,ID4618,2/9/12 7:23,Variant 107,107,Bearing,missing,73,deviant,D,Quality Check 1,73,0,9,443,2,3,7,368,4373,12,36
Case6,Flat Grinding - Machine 11,ID4882,2/10/12 9:16,Variant 107,107,Bearing,missing,73,deviant,D,Machine 11 - Grinding,73,0,45,556,2,4,9,1553,5926,13,35
Case6,Laser Marking - Machine 7,ID0998,2/12/12 10:26,Variant 107,107,Bearing,missing,73,deviant,D,Machine 7- Laser Marking,72,0,47,626,2,6,10,2950,8876,14,35
Case6,Final Inspection Q.C.,ID4618,2/13/12 16:41,Variant 107,107,Bearing,missing,73,deviant,D,Quality Check 1,72,0,1,1001,2,0,16,1815,10691,15,34
Case6,Packing,ID4820,2/14/12 1:00,Variant 107,107,Bearing,missing,73,deviant,D,Packing,55,0,60,60,2,1,1,0,11190,16,32
Case6,Packing,ID4820,2/14/12 1:00,Variant 107,107,Bearing,missing,73,deviant,D,Packing,17,0,60,60,2,1,1,499,11190,17,32
Case72,Turning & Milling - Machine 8,ID4219,2/6/12 17:22,Variant 108,108,Spur Gear,missing,12,regular,S,Machine 8 - Turning & Milling,0,0,574,1042,2,0,17,0,0,1,33
Case72,Turning & Milling - Machine 8,ID4219,2/6/12 18:09,Variant 108,108,Spur Gear,missing,12,regular,D,Machine 8 - Turning & Milling,12,0,46,1089,2,0,18,47,47,2,33
Case72,Turning & Milling Q.C.,ID4618,2/7/12 9:50,Variant 108,108,Spur Gear,missing,12,regular,D,Quality Check 1,12,0,86,590,2,1,9,941,988,3,34
Case72,Flat Grinding - Machine 11,ID4882,2/12/12 1:15,Variant 108,108,Spur Gear,missing,12,regular,D,Machine 11 - Grinding,0,0,75,75,2,6,1,6685,7673,4,35
Case72,Flat Grinding - Machine 11,ID0998,2/12/12 10:47,Variant 108,108,Spur Gear,missing,12,regular,D,Machine 11 - Grinding,1,0,1,647,2,6,10,572,8245,5,34
Case72,Laser Marking - Machine 7,ID0998,2/12/12 14:13,Variant 108,108,Spur Gear,missing,12,regular,D,Machine 7- Laser Marking,12,0,206,853,2,6,14,206,8451,6,34
Case72,Flat Grinding - Machine 11,ID4882,2/12/12 15:27,Variant 108,108,Spur Gear,missing,12,regular,D,Machine 11 - Grinding,11,0,75,927,2,6,15,74,8525,7,34
Case72,Packing,ID4820,2/14/12 1:00,Variant 108,108,Spur Gear,missing,12,regular,D,Packing,3,0,60,60,2,1,1,0,10538,8,32
Case72,Packing,ID4820,2/14/12 1:00,Variant 108,108,Spur Gear,missing,12,regular,D,Packing,9,0,60,60,2,1,1,2013,10538,9,32
Case72,Final Inspection Q.C.,ID4618,2/14/12 12:39,Variant 108,108,Spur Gear,missing,12,regular,D,Quality Check 1,12,0,1,759,2,1,12,699,11237,10,28
Case262,Turning & Milling - Machine 6,ID4167,2/6/12 23:37,Variant 109,109,Spur Gear,missing,36,deviant,S,Machine 6 - Turning & Milling,2,0,310,1417,2,0,23,0,0,1,34
Case262,Turning & Milling - Machine 6,ID4529,2/7/12 1:00,Variant 109,109,Spur Gear,missing,36,deviant,S,Machine 6 - Turning & Milling,0,0,66,60,2,1,1,83,83,2,34
Case262,Turning & Milling - Machine 6,ID4529,2/7/12 6:30,Variant 109,109,Spur Gear,missing,36,deviant,D,Machine 6 - Turning & Milling,34,0,330,390,2,1,6,330,413,3,35
Case262,Turning & Milling Q.C.,ID4618,2/7/12 8:18,Variant 109,109,Spur Gear,missing,36,deviant,D,Quality Check 1,0,0,74,498,2,1,8,108,521,4,34
Case261,Turning & Milling - Machine 8,ID0997,2/7/12 2:05,Variant 110,110,Bearing,missing,60,regular,S,Machine 8 - Turning & Milling,0,0,327,125,2,1,2,0,0,1,35
Case261,Turning & Milling - Machine 8,ID0997,2/7/12 6:43,Variant 110,110,Bearing,missing,60,regular,D,Machine 8 - Turning & Milling,30,0,278,403,2,1,6,278,278,2,35
Case261,Turning & Milling Q.C.,ID4618,2/7/12 7:14,Variant 110,110,Bearing,missing,60,regular,D,Quality Check 1,0,0,24,434,2,1,7,31,309,3,35
Case261,Turning & Milling - Machine 8,ID4219,2/7/12 12:39,Variant 110,110,Bearing,missing,60,regular,D,Machine 8 - Turning & Milling,30,0,263,759,2,1,12,325,634,4,35
Case261,Turning & Milling Q.C.,ID4618,2/7/12 13:41,Variant 110,110,Bearing,missing,60,regular,D,Quality Check 1,60,0,21,821,2,1,13,62,696,5,34
Case261,Flat Grinding - Machine 11,ID4882,2/8/12 1:15,Variant 110,110,Bearing,missing,60,regular,D,Machine 11 - Grinding,0,0,75,75,2,2,1,694,1390,6,34
Case261,Laser Marking - Machine 7,ID0998,2/8/12 10:59,Variant 110,110,Bearing,missing,60,regular,D,Machine 7- Laser Marking,60,0,38,659,2,2,10,584,1974,7,34
Case261,Flat Grinding - Machine 11,ID4882,2/8/12 13:58,Variant 110,110,Bearing,missing,60,regular,D,Machine 11 - Grinding,60,0,37,838,2,2,13,179,2153,8,34
Case261,Packing,ID4820,2/14/12 1:00,Variant 110,110,Bearing,missing,60,regular,D,Packing,60,0,60,60,2,1,1,7862,10015,9,32
Case261,Final Inspection Q.C.,ID4618,2/14/12 8:11,Variant 110,110,Bearing,missing,60,regular,D,Quality Check 1,60,0,1,491,2,1,8,431,10446,10,31
Case31,Turning & Milling - Machine 4,ID4932,2/7/12 10:03,Variant 1,1,Cable Head,missing,30,deviant,S,Machine 4 - Turning & Milling,0,0,193,603,2,1,10,0,0,1,35
Case31,Turning & Milling - Machine 4,ID4932,2/7/12 14:15,Variant 1,1,Cable Head,missing,30,deviant,S,Machine 4 - Turning & Milling,1,0,180,855,2,1,14,252,252,2,34
Case31,Turning & Milling - Machine 4,ID4932,2/7/12 15:48,Variant 1,1,Cable Head,missing,30,deviant,D,Machine 4 - Turning & Milling,3,0,90,948,2,1,15,93,345,3,34
Case31,Turning & Milling - Machine 4,ID4529,2/8/12 5:12,Variant 1,1,Cable Head,Y,30,deviant,D,Machine 4 - Turning & Milling,26,0,545,312,2,2,5,804,1149,4,32
Case63,Turning & Milling - Machine 4,ID4529,2/8/12 6:32,Variant 111,111,Cable Head,missing,155,deviant,S,Machine 4 - Turning & Milling,0,0,58,392,2,2,6,0,0,1,33
Case63,Turning & Milling - Machine 4,ID4529,2/9/12 5:08,Variant 111,111,Cable Head,missing,155,deviant,S,Machine 4 - Turning & Milling,0,0,139,308,2,3,5,1356,1356,2,35
Case63,Turning & Milling Q.C.,ID4163,2/10/12 11:00,Variant 111,111,Cable Head,missing,155,deviant,S,Quality Check 1,0,0,64,660,2,4,11,1792,3148,3,35
Case63,Turning & Milling - Machine 4,ID4429,2/10/12 12:33,Variant 111,111,Cable Head,missing,155,deviant,D,Machine 4 - Turning & Milling,9,0,180,753,2,4,12,93,3241,4,35
Case63,Turning & Milling - Machine 4,ID4794,2/11/12 19:00,Variant 111,111,Cable Head,missing,155,deviant,D,Machine 4 - Turning & Milling,35,0,420,1140,2,5,19,1827,5068,5,35
Case63,Turning & Milling - Machine 4,ID4794,2/12/12 6:38,Variant 111,111,Cable Head,missing,155,deviant,D,Machine 4 - Turning & Milling,41,0,1050,398,2,6,6,698,5766,6,35
Case63,Turning & Milling - Machine 4,ID4167,2/12/12 10:00,Variant 111,111,Cable Head,missing,155,deviant,D,Machine 4 - Turning & Milling,15,0,684,600,2,6,10,202,5968,7,35
Case63,Turning & Milling - Machine 4,ID4932,2/12/12 10:45,Variant 111,111,Cable Head,missing,155,deviant,D,Machine 4 - Turning & Milling,55,0,218,645,2,6,10,45,6013,8,34
Case73,Turning & Milling - Machine 4,ID4932,2/8/12 7:04,Variant 112,112,Fastener,missing,50,deviant,S,Machine 4 - Turning & Milling,0,0,8,424,2,2,7,0,0,1,34
